x,y,basin,iterations
-1.75,0.7999999999999998,2,6
-1.75,0.8500000000000001,2,6
-1.75,0.8999999999999999,2,6
-1.75,0.9500000000000002,2,6
-1.75,1.0,2,6
-1.75,1.0499999999999998,2,6
-1.75,1.1,2,6
-1.75,1.15,2,6
-1.75,1.2000000000000002,2,6
-1.75,1.25,2,6
-1.75,1.2999999999999998,2,6
-1.75,1.35,2,6
-1.75,1.4,2,6
-1.75,1.4500000000000002,2,6
-1.75,1.5,2,6
-1.75,1.5499999999999998,2,6
-1.75,1.6,2,6
-1.75,1.65,2,6
-1.75,1.7000000000000002,2,6
-1.75,1.75,2,6
-1.75,1.7999999999999998,2,6
-1.75,1.85,2,6
-1.75,1.9,2,6
-1.75,1.9500000000000002,2,6
-1.75,2.0,2,6
-1.7,-2.0,4,5
-1.7,-1.95,4,5
-1.7,-1.9,4,5
-1.7,-1.85,4,5
-1.7,-1.8,4,5
-1.7,-1.75,4,5
-1.7,-1.7,4,5
-1.7,-1.65,4,6
-1.7,-1.6,4,6
-1.7,-1.55,4,6
-1.7,-1.5,4,6
-1.7,-1.45,4,6
-1.7,-1.4,4,6
-1.7,-1.35,4,6
-1.7,-1.3,4,6
-1.7,-1.25,4,6
-1.7,-1.2,4,5
-1.7,-1.15,4,5
-1.7,-1.1,4,5
-1.7,-1.05,4,5
-1.7,-1.0,4,6
-1.7,-0.95,4,6
-1.7,-0.8999999999999999,4,6
-1.7,-0.8500000000000001,4,6
-1.7,-0.8,4,6
-1.7,-0.75,4,6
-1.7,-0.7,4,6
-1.7,-0.6499999999999999,4,6
-1.7,-0.6000000000000001,4,6
-1.7,-0.55,4,6
-1.7,-0.5,4,6
-1.7,-0.44999999999999996,4,7
-1.7,-0.3999999999999999,4,8
-1.7,-0.3500000000000001,1,10
-1.7,-0.30000000000000004,3,8
-1.7,-0.25,3,8
-1.7,-0.19999999999999996,4,8
-1.7,-0.1499999999999999,4,8
-1.7,-0.10000000000000009,3,10
-1.7,-0.050000000000000044,1,15
-1.7,0.0,-2,30
-1.7,0.04999999999999982,3,15
-1.7,0.10000000000000009,1,10
-1.7,0.1499999999999999,2,8
-1.7,0.20000000000000018,2,8
-1.7,0.25,1,8
-1.7,0.2999999999999998,1,8
-1.7,0.3500000000000001,3,10
-1.7,0.3999999999999999,2,8
-1.7,0.4500000000000002,2,7
-1.7,0.5,2,6
-1.7,0.5499999999999998,2,6
-1.7,0.6000000000000001,2,6
-1.7,0.6499999999999999,2,6
-1.7,0.7000000000000002,2,6
-1.7,0.75,2,6
-1.7,0.7999999999999998,2,6
-1.7,0.8500000000000001,2,6
-1.7,0.8999999999999999,2,6
-1.7,0.9500000000000002,2,6
-1.7,1.0,2,6
-1.7,1.0499999999999998,2,5
-1.7,1.1,2,5
-1.7,1.15,2,5
-1.7,1.2000000000000002,2,5
-1.7,1.25,2,6
-1.7,1.2999999999999998,2,6
-1.7,1.35,2,6
-1.7,1.4,2,6
-1.7,1.4500000000000002,2,6
-1.7,1.5,2,6
-1.7,1.5499999999999998,2,6
-1.7,1.6,2,6
-1.7,1.65,2,6
-1.7,1.7000000000000002,2,5
-1.7,1.75,2,5
-1.7,1.7999999999999998,2,5
-1.7,1.85,2,5
-1.7,1.9,2,5
-1.7,1.9500000000000002,2,5
-1.7,2.0,2,5
-1.65,-2.0,4,5
-1.65,-1.95,4,5
-1.65,-1.9,4,5
-1.65,-1.85,4,5
-1.65,-1.8,4,5
-1.65,-1.75,4,5
-1.65,-1.7,4,5
-1.65,-1.65,4,5
-1.65,-1.6,4,5
-1.65,-1.55,4,5
-1.65,-1.5,4,5
-1.65,-1.45,4,5
-1.65,-1.4,4,5
-1.65,-1.35,4,5
-1.65,-1.3,4,5
-1.65,-1.25,4,5
-1.65,-1.2,4,5
-1.65,-1.15,4,5
-1.65,-1.1,4,5
-1.65,-1.05,4,5
-1.65,-1.0,4,5
-1.65,-0.95,4,5
-1.65,-0.8999999999999999,4,6
-1.65,-0.8500000000000001,4,6
-1.65,-0.8,4,6
-1.65,-0.75,4,6
-1.65,-0.7,4,6
-1.65,-0.6499999999999999,4,6
-1.65,-0.6000000000000001,4,6
-1.65,-0.55,4,6
-1.65,-0.5,4,6
-1.65,-0.44999999999999996,4,7
-1.65,-0.3999999999999999,4,8
-1.65,-0.3500000000000001,1,11
-1.65,-0.30000000000000004,3,8
-1.65,-0.25,3,8
-1.65,-0.19999999999999996,4,9
-1.65,-0.1499999999999999,4,8
-1.65,-0.10000000000000009,3,11
-1.65,-0.050000000000000044,4,10
-1.65,0.0,-2,30
-1.65,0.04999999999999982,2,10
-1.65,0.10000000000000009,1,11
-1.65,0.1499999999999999,2,8
-1.65,0.20000000000000018,2,9
-1.65,0.25,1,8
-1.65,0.2999999999999998,1,8
-1.65,0.3500000000000001,3,11
-1.65,0.3999999999999999,2,8
-1.65,0.4500000000000002,2,7
-1.65,0.5,2,6
-1.65,0.5499999999999998,2,6
-1.65,0.6000000000000001,2,6
-1.65,0.6499999999999999,2,6
-1.65,0.7000000000000002,2,6
-1.65,0.75,2,6
-1.65,0.7999999999999998,2,6
-1.65,0.8500000000000001,2,6
-1.65,0.8999999999999999,2,6
-1.65,0.9500000000000002,2,5
-1.65,1.0,2,5
-1.65,1.0499999999999998,2,5
-1.65,1.1,2,5
-1.65,1.15,2,5
-1.65,1.2000000000000002,2,5
-1.65,1.25,2,5
-1.65,1.2999999999999998,2,5
-1.65,1.35,2,5
-1.65,1.4,2,5
-1.65,1.4500000000000002,2,5
-1.65,1.5,2,5
-1.65,1.5499999999999998,2,5
-1.65,1.6,2,5
-1.65,1.65,2,5
-1.65,1.7000000000000002,2,5
-1.65,1.75,2,5
-1.65,1.7999999999999998,2,5
-1.65,1.85,2,5
-1.65,1.9,2,5
-1.65,1.9500000000000002,2,5
-1.65,2.0,2,5
-1.6,-2.0,4,5
-1.6,-1.95,4,5
-1.6,-1.9,4,5
-1.6,-1.85,4,5
-1.6,-1.8,4,5
-1.6,-1.75,4,5
-1.6,-1.7,4,5
-1.6,-1.65,4,5
-1.6,-1.6,4,5
-1.6,-1.55,4,5
-1.6,-1.5,4,5
-1.6,-1.45,4,5
-1.6,-1.4,4,5
-1.6,-1.35,4,5
-1.6,-1.3,4,5
-1.6,-1.25,4,5
-1.6,-1.2,4,5
-1.6,-1.15,4,5
-1.6,-1.1,4,5
-1.6,-1.05,4,5
-1.6,-1.0,4,5
-1.6,-0.95,4,5
-1.6,-0.8999999999999999,4,5
-1.6,-0.8500000000000001,4,6
-1.6,-0.8,4,6
-1.6,-0.75,4,6
-1.6,-0.7,4,6
-1.6,-0.6499999999999999,4,6
-1.6,-0.6000000000000001,4,6
-1.6,-0.55,4,6
-1.6,-0.5,4,6
-1.6,-0.44999999999999996,4,7
-1.6,-0.3999999999999999,4,7
-1.6,-0.3500000000000001,1,12
-1.6,-0.30000000000000004,3,8
-1.6,-0.25,3,8
-1.6,-0.19999999999999996,1,15
-1.6,-0.1499999999999999,4,8
-1.6,-0.10000000000000009,3,15
-1.6,-0.050000000000000044,4,10
-1.6,0.0,-2,30
-1.6,0.04999999999999982,2,10
-1.6,0.10000000000000009,1,15
-1.6,0.1499999999999999,2,8
-1.6,0.20000000000000018,3,15
-1.6,0.25,1,8
-1.6,0.2999999999999998,1,8
-1.6,0.3500000000000001,3,12
-1.6,0.3999999999999999,2,7
-1.6,0.4500000000000002,2,7
-1.6,0.5,2,6
-1.6,0.5499999999999998,2,6
-1.6,0.6000000000000001,2,6
-1.6,0.6499999999999999,2,6
-1.6,0.7000000000000002,2,6
-1.6,0.75,2,6
-1.6,0.7999999999999998,2,6
-1.6,0.8500000000000001,2,6
-1.6,0.8999999999999999,2,5
-1.6,0.9500000000000002,2,5
-1.6,1.0,2,5
-1.6,1.0499999999999998,2,5
-1.6,1.1,2,5
-1.6,1.15,2,5
-1.6,1.2000000000000002,2,5
-1.6,1.25,2,5
-1.6,1.2999999999999998,2,5
-1.6,1.35,2,5
-1.6,1.4,2,5
-1.6,1.4500000000000002,2,5
-1.6,1.5,2,5
-1.6,1.5499999999999998,2,5
-1.6,1.6,2,5
-1.6,1.65,2,5
-1.6,1.7000000000000002,2,5
-1.6,1.75,2,5
-1.6,1.7999999999999998,2,5
-1.6,1.85,2,5
-1.6,1.9,2,5
-1.6,1.9500000000000002,2,5
-1.6,2.0,2,5
-1.55,-2.0,4,5
-1.55,-1.95,4,5
-1.55,-1.9,4,5
-1.55,-1.85,4,5
-1.55,-1.8,4,5
-1.55,-1.75,4,5
-1.55,-1.7,4,5
-1.55,-1.65,4,5
-1.55,-1.6,4,5
-1.55,-1.55,4,5
-1.55,-1.5,4,5
-1.55,-1.45,4,5
-1.55,-1.4,4,5
-1.55,-1.35,4,5
-1.55,-1.3,4,5
-1.55,-1.25,4,5
-1.55,-1.2,4,5
-1.55,-1.15,4,5
-1.55,-1.1,4,5
-1.55,-1.05,4,5
-1.55,-1.0,4,5
-1.55,-0.95,4,5
-1.55,-0.8999999999999999,4,5
-1.55,-0.8500000000000001,4,5
-1.55,-0.8,4,6
-1.55,-0.75,4,6
-1.55,-0.7,4,6
-1.55,-0.6499999999999999,4,6
-1.55,-0.6000000000000001,4,6
-1.55,-0.55,4,6
-1.55,-0.5,4,6
-1.55,-0.44999999999999996,4,7
-1.55,-0.3999999999999999,4,7
-1.55,-0.3500000000000001,4,13
-1.55,-0.30000000000000004,3,8
-1.55,-0.25,3,8
-1.55,-0.19999999999999996,1,10
-1.55,-0.1499999999999999,4,8
-1.55,-0.10000000000000009,4,10
-1.55,-0.050000000000000044,4,10
-1.55,0.0,-2,30
-1.55,0.04999999999999982,2,10
-1.55,0.10000000000000009,2,10
-1.55,0.1499999999999999,2,8
-1.55,0.20000000000000018,3,10
-1.55,0.25,1,8
-1.55,0.2999999999999998,1,8
-1.55,0.3500000000000001,2,13
-1.55,0.3999999999999999,2,7
-1.55,0.4500000000000002,2,7
-1.55,0.5,2,6
-1.55,0.5499999999999998,2,6
-1.55,0.6000000000000001,2,6
-1.55,0.6499999999999999,2,6
-1.55,0.7000000000000002,2,6
-1.55,0.75,2,6
-1.55,0.7999999999999998,2,6
-1.55,0.8500000000000001,2,5
-1.55,0.8999999999999999,2,5
-1.55,0.9500000000000002,2,5
-1.55,1.0,2,5
-1.55,1.0499999999999998,2,5
-1.55,1.1,2,5
-1.55,1.15,2,5
-1.55,1.2000000000000002,2,5
-1.55,1.25,2,5
-1.55,1.2999999999999998,2,5
-1.55,1.35,2,5
-1.55,1.4,2,5
-1.55,1.4500000000000002,2,5
-1.55,1.5,2,5
-1.55,1.5499999999999998,2,5
-1.55,1.6,2,5
-1.55,1.65,2,5
-1.55,1.7000000000000002,2,5
-1.55,1.75,2,5
-1.55,1.7999999999999998,2,5
-1.55,1.85,2,5
-1.55,1.9,2,5
-1.55,1.9500000000000002,2,5
-1.55,2.0,2,5
-1.5,-2.0,4,5
-1.5,-1.95,4,5
-1.5,-1.9,4,5
-1.5,-1.85,4,5
-1.5,-1.8,4,5
-1.5,-1.75,4,5
-1.5,-1.7,4,5
-1.5,-1.65,4,5
-1.5,-1.6,4,5
-1.5,-1.55,4,5
-1.5,-1.5,4,5
-1.5,-1.45,4,5
-1.5,-1.4,4,5
-1.5,-1.35,4,5
-1.5,-1.3,4,5
-1.5,-1.25,4,5
-1.5,-1.2,4,5
-1.5,-1.15,4,5
-1.5,-1.1,4,5
-1.5,-1.05,4,5
-1.5,-1.0,4,5
-1.5,-0.95,4,5
-1.5,-0.8999999999999999,4,5
-1.5,-0.8500000000000001,4,5
-1.5,-0.8,4,5
-1.5,-0.75,4,6
-1.5,-0.7,4,6
-1.5,-0.6499999999999999,4,6
-1.5,-0.6000000000000001,4,6
-1.5,-0.55,4,6
-1.5,-0.5,4,6
-1.5,-0.44999999999999996,4,7
-1.5,-0.3999999999999999,4,7
-1.5,-0.3500000000000001,4,10
-1.5,-0.30000000000000004,3,8
-1.5,-0.25,3,8
-1.5,-0.19999999999999996,3,9
-1.5,-0.1499999999999999,4,8
-1.5,-0.10000000000000009,2,13
-1.5,-0.050000000000000044,1,19
-1.5,0.0,-2,30
-1.5,0.04999999999999982,3,19
-1.5,0.10000000000000009,4,13
-1.5,0.1499999999999999,2,8
-1.5,0.20000000000000018,1,9
-1.5,0.25,1,8
-1.5,0.2999999999999998,1,8
-1.5,0.3500000000000001,2,10
-1.5,0.3999999999999999,2,7
-1.5,0.4500000000000002,2,7
-1.5,0.5,2,6
-1.5,0.5499999999999998,2,6
-1.5,0.6000000000000001,2,6
-1.5,0.6499999999999999,2,6
-1.5,0.7000000000000002,2,6
-1.5,0.75,2,6
-1.5,0.7999999999999998,2,5
-1.5,0.8500000000000001,2,5
-1.5,0.8999999999999999,2,5
-1.5,0.9500000000000002,2,5
-1.5,1.0,2,5
-1.5,1.0499999999999998,2,5
-1.5,1.1,2,5
-1.5,1.15,2,5
-1.5,1.2000000000000002,2,5
-1.5,1.25,2,5
-1.5,1.2999999999999998,2,5
-1.5,1.35,2,5
-1.5,1.4,2,5
-1.5,1.4500000000000002,2,5
-1.5,1.5,2,5
-1.5,1.5499999999999998,2,5
-1.5,1.6,2,5
-1.5,1.65,2,5
-1.5,1.7000000000000002,2,5
-1.5,1.75,2,5
