x,y,basin,iterations
-0.8500000000000001,1.7999999999999998,2,5
-0.8500000000000001,1.85,2,5
-0.8500000000000001,1.9,2,5
-0.8500000000000001,1.9500000000000002,2,5
-0.8500000000000001,2.0,2,5
-0.8,-2.0,4,5
-0.8,-1.95,4,5
-0.8,-1.9,4,5
-0.8,-1.85,4,5
-0.8,-1.8,4,5
-0.8,-1.75,4,5
-0.8,-1.7,4,5
-0.8,-1.65,4,5
-0.8,-1.6,4,4
-0.8,-1.55,4,4
-0.8,-1.5,4,4
-0.8,-1.45,4,4
-0.8,-1.4,4,4
-0.8,-1.35,4,4
-0.8,-1.3,4,4
-0.8,-1.25,4,4
-0.8,-1.2,4,4
-0.8,-1.15,4,4
-0.8,-1.1,4,4
-0.8,-1.05,4,4
-0.8,-1.0,4,4
-0.8,-0.95,4,5
-0.8,-0.8999999999999999,4,5
-0.8,-0.8500000000000001,4,5
-0.8,-0.8,4,5
-0.8,-0.75,4,5
-0.8,-0.7,4,5
-0.8,-0.6499999999999999,4,5
-0.8,-0.6000000000000001,4,5
-0.8,-0.55,4,6
-0.8,-0.5,4,6
-0.8,-0.44999999999999996,4,6
-0.8,-0.3999999999999999,4,6
-0.8,-0.3500000000000001,4,7
-0.8,-0.30000000000000004,4,10
-0.8,-0.25,3,8
-0.8,-0.19999999999999996,3,8
-0.8,-0.1499999999999999,3,9
-0.8,-0.10000000000000009,4,8
-0.8,-0.050000000000000044,4,10
-0.8,0.0,-2,30
-0.8,0.04999999999999982,2,10
-0.8,0.10000000000000009,2,8
-0.8,0.1499999999999999,1,9
-0.8,0.20000000000000018,1,8
-0.8,0.25,1,8
-0.8,0.2999999999999998,2,10
-0.8,0.3500000000000001,2,7
-0.8,0.3999999999999999,2,6
-0.8,0.4500000000000002,2,6
-0.8,0.5,2,6
-0.8,0.5499999999999998,2,6
-0.8,0.6000000000000001,2,5
-0.8,0.6499999999999999,2,5
-0.8,0.7000000000000002,2,5
-0.8,0.75,2,5
-0.8,0.7999999999999998,2,5
-0.8,0.8500000000000001,2,5
-0.8,0.8999999999999999,2,5
-0.8,0.9500000000000002,2,5
-0.8,1.0,2,4
-0.8,1.0499999999999998,2,4
-0.8,1.1,2,4
-0.8,1.15,2,4
-0.8,1.2000000000000002,2,4
-0.8,1.25,2,4
-0.8,1.2999999999999998,2,4
-0.8,1.35,2,4
-0.8,1.4,2,4
-0.8,1.4500000000000002,2,4
-0.8,1.5,2,4
-0.8,1.5499999999999998,2,4
-0.8,1.6,2,4
-0.8,1.65,2,5
-0.8,1.7000000000000002,2,5
-0.8,1.75,2,5
-0.8,1.7999999999999998,2,5
-0.8,1.85,2,5
-0.8,1.9,2,5
-0.8,1.9500000000000002,2,5
-0.8,2.0,2,5
-0.75,-2.0,4,5
-0.75,-1.95,4,5
-0.75,-1.9,4,5
-0.75,-1.85,4,5
-0.75,-1.8,4,5
-0.75,-1.75,4,5
-0.75,-1.7,4,5
-0.75,-1.65,4,4
-0.75,-1.6,4,4
-0.75,-1.55,4,4
-0.75,-1.5,4,4
-0.75,-1.45,4,4
-0.75,-1.4,4,4
-0.75,-1.35,4,4
-0.75,-1.3,4,4
-0.75,-1.25,4,4
-0.75,-1.2,4,4
-0.75,-1.15,4,4
-0.75,-1.1,4,4
-0.75,-1.05,4,4
-0.75,-1.0,4,4
-0.75,-0.95,4,4
-0.75,-0.8999999999999999,4,5
-0.75,-0.8500000000000001,4,5
-0.75,-0.8,4,5
-0.75,-0.75,4,5
-0.75,-0.7,4,5
-0.75,-0.6499999999999999,4,5
-0.75,-0.6000000000000001,4,5
-0.75,-0.55,4,6
-0.75,-0.5,4,6
-0.75,-0.44999999999999996,4,6
-0.75,-0.3999999999999999,4,6
-0.75,-0.3500000000000001,4,7
-0.75,-0.30000000000000004,4,10
-0.75,-0.25,3,8
-0.75,-0.19999999999999996,3,8
-0.75,-0.1499999999999999,3,9
-0.75,-0.10000000000000009,4,8
-0.75,-0.050000000000000044,4,10
-0.75,0.0,-2,30
-0.75,0.04999999999999982,2,10
-0.75,0.10000000000000009,2,8
-0.75,0.1499999999999999,1,9
-0.75,0.20000000000000018,1,8
-0.75,0.25,1,8
-0.75,0.2999999999999998,2,10
-0.75,0.3500000000000001,2,7
-0.75,0.3999999999999999,2,6
-0.75,0.4500000000000002,2,6
-0.75,0.5,2,6
-0.75,0.5499999999999998,2,6
-0.75,0.6000000000000001,2,5
-0.75,0.6499999999999999,2,5
-0.75,0.7000000000000002,2,5
-0.75,0.75,2,5
-0.75,0.7999999999999998,2,5
-0.75,0.8500000000000001,2,5
-0.75,0.8999999999999999,2,5
-0.75,0.9500000000000002,2,4
-0.75,1.0,2,4
-0.75,1.0499999999999998,2,4
-0.75,1.1,2,4
-0.75,1.15,2,4
-0.75,1.2000000000000002,2,4
-0.75,1.25,2,4
-0.75,1.2999999999999998,2,4
-0.75,1.35,2,4
-0.75,1.4,2,4
-0.75,1.4500000000000002,2,4
-0.75,1.5,2,4
-0.75,1.5499999999999998,2,4
-0.75,1.6,2,4
-0.75,1.65,2,4
-0.75,1.7000000000000002,2,5
-0.75,1.75,2,5
-0.75,1.7999999999999998,2,5
-0.75,1.85,2,5
-0.75,1.9,2,5
-0.75,1.9500000000000002,2,5
-0.75,2.0,2,5
-0.7,-2.0,4,5
-0.7,-1.95,4,5
-0.7,-1.9,4,5
-0.7,-1.85,4,5
-0.7,-1.8,4,5
-0.7,-1.75,4,5
-0.7,-1.7,4,5
-0.7,-1.65,4,4
-0.7,-1.6,4,4
-0.7,-1.55,4,4
-0.7,-1.5,4,4
-0.7,-1.45,4,4
-0.7,-1.4,4,4
-0.7,-1.35,4,4
-0.7,-1.3,4,4
-0.7,-1.25,4,4
-0.7,-1.2,4,4
-0.7,-1.15,4,4
-0.7,-1.1,4,4
-0.7,-1.05,4,4
-0.7,-1.0,4,4
-0.7,-0.95,4,4
-0.7,-0.8999999999999999,4,5
-0.7,-0.8500000000000001,4,5
-0.7,-0.8,4,5
-0.7,-0.75,4,5
-0.7,-0.7,4,5
-0.7,-0.6499999999999999,4,5
-0.7,-0.6000000000000001,4,5
-0.7,-0.55,4,6
-0.7,-0.5,4,6
-0.7,-0.44999999999999996,4,6
-0.7,-0.3999999999999999,4,6
-0.7,-0.3500000000000001,4,7
-0.7,-0.30000000000000004,4,9
-0.7,-0.25,3,8
-0.7,-0.19999999999999996,3,8
-0.7,-0.1499999999999999,3,9
-0.7,-0.10000000000000009,4,8
-0.7,-0.050000000000000044,4,10
-0.7,0.0,-2,30
-0.7,0.04999999999999982,2,10
-0.7,0.10000000000000009,2,8
-0.7,0.1499999999999999,1,9
-0.7,0.20000000000000018,1,8
-0.7,0.25,1,8
-0.7,0.2999999999999998,2,9
-0.7,0.3500000000000001,2,7
-0.7,0.3999999999999999,2,6
-0.7,0.4500000000000002,2,6
-0.7,0.5,2,6
-0.7,0.5499999999999998,2,6
-0.7,0.6000000000000001,2,5
-0.7,0.6499999999999999,2,5
-0.7,0.7000000000000002,2,5
-0.7,0.75,2,5
-0.7,0.7999999999999998,2,5
-0.7,0.8500000000000001,2,5
-0.7,0.8999999999999999,2,5
-0.7,0.9500000000000002,2,4
-0.7,1.0,2,4
-0.7,1.0499999999999998,2,4
-0.7,1.1,2,4
-0.7,1.15,2,4
-0.7,1.2000000000000002,2,4
-0.7,1.25,2,4
-0.7,1.2999999999999998,2,4
-0.7,1.35,2,4
-0.7,1.4,2,4
-0.7,1.4500000000000002,2,4
-0.7,1.5,2,4
-0.7,1.5499999999999998,2,4
-0.7,1.6,2,4
-0.7,1.65,2,4
-0.7,1.7000000000000002,2,5
-0.7,1.75,2,5
-0.7,1.7999999999999998,2,5
-0.7,1.85,2,5
-0.7,1.9,2,5
-0.7,1.9500000000000002,2,5
-0.7,2.0,2,5
-0.6499999999999999,-2.0,4,5
-0.6499999999999999,-1.95,4,5
-0.6499999999999999,-1.9,4,5
-0.6499999999999999,-1.85,4,5
-0.6499999999999999,-1.8,4,5
-0.6499999999999999,-1.75,4,5
-0.6499999999999999,-1.7,4,5
-0.6499999999999999,-1.65,4,4
-0.6499999999999999,-1.6,4,4
-0.6499999999999999,-1.55,4,4
-0.6499999999999999,-1.5,4,4
-0.6499999999999999,-1.45,4,4
-0.6499999999999999,-1.4,4,4
-0.6499999999999999,-1.35,4,4
-0.6499999999999999,-1.3,4,4
-0.6499999999999999,-1.25,4,4
-0.6499999999999999,-1.2,4,4
-0.6499999999999999,-1.15,4,4
-0.6499999999999999,-1.1,4,4
-0.6499999999999999,-1.05,4,4
-0.6499999999999999,-1.0,4,4
-0.6499999999999999,-0.95,4,4
-0.6499999999999999,-0.8999999999999999,4,5
-0.6499999999999999,-0.8500000000000001,4,5
-0.6499999999999999,-0.8,4,5
-0.6499999999999999,-0.75,4,5
-0.6499999999999999,-0.7,4,5
-0.6499999999999999,-0.6499999999999999,4,5
-0.6499999999999999,-0.6000000000000001,4,5
-0.6499999999999999,-0.55,4,6
-0.6499999999999999,-0.5,4,6
-0.6499999999999999,-0.44999999999999996,4,6
-0.6499999999999999,-0.3999999999999999,4,6
-0.6499999999999999,-0.3500000000000001,4,7
-0.6499999999999999,-0.30000000000000004,4,9
-0.6499999999999999,-0.25,3,8
-0.6499999999999999,-0.19999999999999996,3,8
-0.6499999999999999,-0.1499999999999999,3,9
-0.6499999999999999,-0.10000000000000009,4,8
-0.6499999999999999,-0.050000000000000044,4,9
-0.6499999999999999,0.0,-2,30
-0.6499999999999999,0.04999999999999982,2,9
-0.6499999999999999,0.10000000000000009,2,8
-0.6499999999999999,0.1499999999999999,1,9
-0.6499999999999999,0.20000000000000018,1,8
-0.6499999999999999,0.25,1,8
-0.6499999999999999,0.2999999999999998,2,9
-0.6499999999999999,0.3500000000000001,2,7
-0.6499999999999999,0.3999999999999999,2,6
-0.6499999999999999,0.4500000000000002,2,6
-0.6499999999999999,0.5,2,6
-0.6499999999999999,0.5499999999999998,2,6
-0.6499999999999999,0.6000000000000001,2,5
-0.6499999999999999,0.6499999999999999,2,5
-0.6499999999999999,0.7000000000000002,2,5
-0.6499999999999999,0.75,2,5
-0.6499999999999999,0.7999999999999998,2,5
-0.6499999999999999,0.8500000000000001,2,5
-0.6499999999999999,0.8999999999999999,2,5
-0.6499999999999999,0.9500000000000002,2,4
-0.6499999999999999,1.0,2,4
-0.6499999999999999,1.0499999999999998,2,4
-0.6499999999999999,1.1,2,4
-0.6499999999999999,1.15,2,4
-0.6499999999999999,1.2000000000000002,2,4
-0.6499999999999999,1.25,2,4
-0.6499999999999999,1.2999999999999998,2,4
-0.6499999999999999,1.35,2,4
-0.6499999999999999,1.4,2,4
-0.6499999999999999,1.4500000000000002,2,4
-0.6499999999999999,1.5,2,4
-0.6499999999999999,1.5499999999999998,2,4
-0.6499999999999999,1.6,2,4
-0.6499999999999999,1.65,2,4
-0.6499999999999999,1.7000000000000002,2,5
-0.6499999999999999,1.75,2,5
-0.6499999999999999,1.7999999999999998,2,5
-0.6499999999999999,1.85,2,5
-0.6499999999999999,1.9,2,5
-0.6499999999999999,1.9500000000000002,2,5
-0.6499999999999999,2.0,2,5
-0.6000000000000001,-2.0,4,5
-0.6000000000000001,-1.95,4,5
-0.6000000000000001,-1.9,4,5
-0.6000000000000001,-1.85,4,5
-0.6000000000000001,-1.8,4,5
-0.6000000000000001,-1.75,4,5
-0.6000000000000001,-1.7,4,5
-0.6000000000000001,-1.65,4,4
-0.6000000000000001,-1.6,4,4
-0.6000000000000001,-1.55,4,4
-0.6000000000000001,-1.5,4,4
-0.6000000000000001,-1.45,4,4
-0.6000000000000001,-1.4,4,4
-0.6000000000000001,-1.35,4,4
-0.6000000000000001,-1.3,4,4
-0.6000000000000001,-1.25,4,3
-0.6000000000000001,-1.2,4,3
-0.6000000000000001,-1.15,4,4
-0.6000000000000001,-1.1,4,4
-0.6000000000000001,-1.05,4,4
-0.6000000000000001,-1.0,4,4
-0.6000000000000001,-0.95,4,4
-0.6000000000000001,-0.8999999999999999,4,5
-0.6000000000000001,-0.8500000000000001,4,5
-0.6000000000000001,-0.8,4,5
-0.6000000000000001,-0.75,4,5
-0.6000000000000001,-0.7,4,5
-0.6000000000000001,-0.6499999999999999,4,5
-0.6000000000000001,-0.6000000000000001,4,5
-0.6000000000000001,-0.55,4,5
-0.6000000000000001,-0.5,4,6
-0.6000000000000001,-0.44999999999999996,4,6
-0.6000000000000001,-0.3999999999999999,4,6
-0.6000000000000001,-0.3500000000000001,4,7
-0.6000000000000001,-0.30000000000000004,4,9
-0.6000000000000001,-0.25,3,8
-0.6000000000000001,-0.19999999999999996,3,8
-0.6000000000000001,-0.1499999999999999,3,9
-0.6000000000000001,-0.10000000000000009,4,8
-0.6000000000000001,-0.050000000000000044,4,9
-0.6000000000000001,0.0,-2,30
-0.6000000000000001,0.04999999999999982,2,9
-0.6000000000000001,0.10000000000000009,2,8
-0.6000000000000001,0.1499999999999999,1,9
-0.6000000000000001,0.20000000000000018,1,8
-0.6000000000000001,0.25,1,8
-0.6000000000000001,0.2999999999999998,2,9
-0.6000000000000001,0.3500000000000001,2,7
-0.6000000000000001,0.3999999999999999,2,6
-0.6000000000000001,0.4500000000000002,2,6
-0.6000000000000001,0.5,2,6
-0.6000000000000001,0.5499999999999998,2,5
-0.6000000000000001,0.6000000000000001,2,5
-0.6000000000000001,0.6499999999999999,2,5
-0.6000000000000001,0.7000000000000002,2,5
-0.6000000000000001,0.75,2,5
-0.6000000000000001,0.7999999999999998,2,5
-0.6000000000000001,0.8500000000000001,2,5
-0.6000000000000001,0.8999999999999999,2,5
-0.6000000000000001,0.9500000000000002,2,4
-0.6000000000000001,1.0,2,4
-0.6000000000000001,1.0499999999999998,2,4
-0.6000000000000001,1.1,2,4
-0.6000000000000001,1.15,2,4
-0.6000000000000001,1.2000000000000002,2,3
-0.6000000000000001,1.25,2,3
-0.6000000000000001,1.2999999999999998,2,4
-0.6000000000000001,1.35,2,4
-0.6000000000000001,1.4,2,4
-0.6000000000000001,1.4500000000000002,2,4
-0.6000000000000001,1.5,2,4
-0.6000000000000001,1.5499999999999998,2,4
-0.6000000000000001,1.6,2,4
-0.6000000000000001,1.65,2,4
-0.6000000000000001,1.7000000000000002,2,5
-0.6000000000000001,1.75,2,5
-0.6000000000000001,1.7999999999999998,2,5
-0.6000000000000001,1.85,2,5
-0.6000000000000001,1.9,2,5
-0.6000000000000001,1.9500000000000002,2,5
-0.6000000000000001,2.0,2,5
-0.55,-2.0,4,5
-0.55,-1.95,4,5
-0.55,-1.9,4,5
-0.55,-1.85,4,5
-0.55,-1.8,4,5
-0.55,-1.75,4,5
-0.55,-1.7,4,5
-0.55,-1.65,4,5
-0.55,-1.6,4,4
-0.55,-1.55,4,4
-0.55,-1.5,4,4
-0.55,-1.45,4,4
-0.55,-1.4,4,4
-0.55,-1.35,4,4
-0.55,-1.3,4,4
-0.55,-1.25,4,3
-0.55,-1.2,4,3
-0.55,-1.15,4,4
-0.55,-1.1,4,4
-0.55,-1.05,4,4
-0.55,-1.0,4,4
-0.55,-0.95,4,4
-0.55,-0.8999999999999999,4,5
-0.55,-0.8500000000000001,4,5
-0.55,-0.8,4,5
-0.55,-0.75,4,5
-0.55,-0.7,4,5
-0.55,-0.6499999999999999,4,5
-0.55,-0.6000000000000001,4,5
-0.55,-0.55,4,5
-0.55,-0.5,4,6
-0.55,-0.44999999999999996,4,6
-0.55,-0.3999999999999999,4,6
-0.55,-0.3500000000000001,4,7
-0.55,-0.30000000000000004,4,9
-0.55,-0.25,3,8
-0.55,-0.19999999999999996,3,8
-0.55,-0.1499999999999999,3,9
-0.55,-0.10000000000000009,4,8
-0.55,-0.050000000000000044,4,9
-0.55,0.0,-2,30
-0.55,0.04999999999999982,2,9
-0.55,0.10000000000000009,2,8
-0.55,0.1499999999999999,1,9
-0.55,0.20000000000000018,1,8
-0.55,0.25,1,8
-0.55,0.2999999999999998,2,9
-0.55,0.3500000000000001,2,7
-0.55,0.3999999999999999,2,6
-0.55,0.4500000000000002,2,6
-0.55,0.5,2,6
-0.55,0.5499999999999998,2,5
-0.55,0.6000000000000001,2,5
-0.55,0.6499999999999999,2,5
-0.55,0.7000000000000002,2,5
-0.55,0.75,2,5
-0.55,0.7999999999999998,2,5
-0.55,0.8500000000000001,2,5
-0.55,0.8999999999999999,2,5
-0.55,0.9500000000000002,2,4
-0.55,1.0,2,4
-0.55,1.0499999999999998,2,4
-0.55,1.1,2,4
-0.55,1.15,2,4
-0.55,1.2000000000000002,2,3
-0.55,1.25,2,3
-0.55,1.2999999999999998,2,4
-0.55,1.35,2,4
-0.55,1.4,2,4
-0.55,1.4500000000000002,2,4
-0.55,1.5,2,4
-0.55,1.5499999999999998,2,4
-0.55,1.6,2,4
-0.55,1.65,2,5
-0.55,1.7000000000000002,2,5
-0.55,1.75,2,5
-0.55,1.7999999999999998,2,5
-0.55,1.85,2,5
-0.55,1.9,2,5
-0.55,1.9500000000000002,2,5
-0.55,2.0,2,5
-0.5,-2.0,4,5
-0.5,-1.95,4,5
-0.5,-1.9,4,5
-0.5,-1.85,4,5
-0.5,-1.8,4,5
-0.5,-1.75,4,5
-0.5,-1.7,4,5
-0.5,-1.65,4,4
-0.5,-1.6,4,4
-0.5,-1.55,4,4
-0.5,-1.5,4,4
-0.5,-1.45,4,4
-0.5,-1.4,4,4
-0.5,-1.35,4,4
-0.5,-1.3,4,4
-0.5,-1.25,4,4
-0.5,-1.2,4,4
-0.5,-1.15,4,4
-0.5,-1.1,4,4
-0.5,-1.05,4,4
-0.5,-1.0,4,4
-0.5,-0.95,4,4
-0.5,-0.8999999999999999,4,5
-0.5,-0.8500000000000001,4,5
-0.5,-0.8,4,5
-0.5,-0.75,4,5
-0.5,-0.7,4,5
-0.5,-0.6499999999999999,4,5
-0.5,-0.6000000000000001,4,5
-0.5,-0.55,4,5
-0.5,-0.5,4,6
-0.5,-0.44999999999999996,4,6
-0.5,-0.3999999999999999,4,6
-0.5,-0.3500000000000001,4,7
-0.5,-0.30000000000000004,4,9
-0.5,-0.25,3,8
-0.5,-0.19999999999999996,3,8
-0.5,-0.1499999999999999,3,9
-0.5,-0.10000000000000009,4,8
-0.5,-0.050000000000000044,4,9
-0.5,0.0,-2,30
-0.5,0.04999999999999982,2,9
-0.5,0.10000000000000009,2,8
-0.5,0.1499999999999999,1,9
-0.5,0.20000000000000018,1,8
-0.5,0.25,1,8
-0.5,0.2999999999999998,2,9
-0.5,0.3500000000000001,2,7
-0.5,0.3999999999999999,2,6
-0.5,0.4500000000000002,2,6
-0.5,0.5,2,6
-0.5,0.5499999999999998,2,5
-0.5,0.6000000000000001,2,5
-0.5,0.6499999999999999,2,5
-0.5,0.7000000000000002,2,5
-0.5,0.75,2,5
-0.5,0.7999999999999998,2,5
-0.5,0.8500000000000001,2,5
-0.5,0.8999999999999999,2,5
-0.5,0.9500000000000002,2,4
-0.5,1.0,2,4
-0.5,1.0499999999999998,2,4
-0.5,1.1,2,4
-0.5,1.15,2,4
-0.5,1.2000000000000002,2,4
-0.5,1.25,2,4
-0.5,1.2999999999999998,2,4
-0.5,1.35,2,4
-0.5,1.4,2,4
-0.5,1.4500000000000002,2,4
-0.5,1.5,2,4
-0.5,1.5499999999999998,2,4
-0.5,1.6,2,4
-0.5,1.65,2,4
-0.5,1.7000000000000002,2,5
-0.5,1.75,2,5
-0.5,1.7999999999999998,2,5
-0.5,1.85,2,5
-0.5,1.9,2,5
-0.5,1.9500000000000002,2,5
-0.5,2.0,2,5
-0.44999999999999996,-2.0,4,5
-0.44999999999999996,-1.95,4,5
-0.44999999999999996,-1.9,4,5
-0.44999999999999996,-1.85,4,5
-0.44999999999999996,-1.8,4,5
-0.44999999999999996,-1.75,4,5
-0.44999999999999996,-1.7,4,5
-0.44999999999999996,-1.65,4,4
-0.44999999999999996,-1.6,4,4
-0.44999999999999996,-1.55,4,4
-0.44999999999999996,-1.5,4,4
-0.44999999999999996,-1.45,4,4
-0.44999999999999996,-1.4,4,4
-0.44999999999999996,-1.35,4,4
-0.44999999999999996,-1.3,4,4
-0.44999999999999996,-1.25,4,4
-0.44999999999999996,-1.2,4,4
-0.44999999999999996,-1.15,4,4
-0.44999999999999996,-1.1,4,4
-0.44999999999999996,-1.05,4,4
-0.44999999999999996,-1.0,4,4
-0.44999999999999996,-0.95,4,4
-0.44999999999999996,-0.8999999999999999,4,5
-0.44999999999999996,-0.8500000000000001,4,5
-0.44999999999999996,-0.8,4,5
-0.44999999999999996,-0.75,4,5
-0.44999999999999996,-0.7,4,5
-0.44999999999999996,-0.6499999999999999,4,5
-0.44999999999999996,-0.6000000000000001,4,5
-0.44999999999999996,-0.55,4,5
-0.44999999999999996,-0.5,4,6
-0.44999999999999996,-0.44999999999999996,4,6
-0.44999999999999996,-0.3999999999999999,4,6
-0.44999999999999996,-0.3500000000000001,4,7
-0.44999999999999996,-0.30000000000000004,4,9
-0.44999999999999996,-0.25,3,8
-0.44999999999999996,-0.19999999999999996,3,8
-0.44999999999999996,-0.1499999999999999,3,9
-0.44999999999999996,-0.10000000000000009,4,8
-0.44999999999999996,-0.050000000000000044,4,9
-0.44999999999999996,0.0,-2,30
-0.44999999999999996,0.04999999999999982,2,9
-0.44999999999999996,0.10000000000000009,2,8
-0.44999999999999996,0.1499999999999999,1,9
-0.44999999999999996,0.20000000000000018,1,8
-0.44999999999999996,0.25,1,8
-0.44999999999999996,0.2999999999999998,2,9
-0.44999999999999996,0.3500000000000001,2,7
-0.44999999999999996,0.3999999999999999,2,6
-0.44999999999999996,0.4500000000000002,2,6
-0.44999999999999996,0.5,2,6
-0.44999999999999996,0.5499999999999998,2,5
-0.44999999999999996,0.6000000000000001,2,5
-0.44999999999999996,0.6499999999999999,2,5
-0.44999999999999996,0.7000000000000002,2,5
-0.44999999999999996,0.75,2,5
-0.44999999999999996,0.7999999999999998,2,5
-0.44999999999999996,0.8500000000000001,2,5
-0.44999999999999996,0.8999999999999999,2,5
-0.44999999999999996,0.9500000000000002,2,4
-0.44999999999999996,1.0,2,4
-0.44999999999999996,1.0499999999999998,2,4
-0.44999999999999996,1.1,2,4
-0.44999999999999996,1.15,2,4
-0.44999999999999996,1.2000000000000002,2,4
-0.44999999999999996,1.25,2,4
-0.44999999999999996,1.2999999999999998,2,4
-0.44999999999999996,1.35,2,4
-0.44999999999999996,1.4,2,4
-0.44999999999999996,1.4500000000000002,2,4
-0.44999999999999996,1.5,2,4
-0.44999999999999996,1.5499999999999998,2,4
-0.44999999999999996,1.6,2,4
-0.44999999999999996,1.65,2,4
-0.44999999999999996,1.7000000000000002,2,5
-0.44999999999999996,1.75,2,5
-0.44999999999999996,1.7999999999999998,2,5
-0.44999999999999996,1.85,2,5
-0.44999999999999996,1.9,2,5
-0.44999999999999996,1.9500000000000002,2,5
-0.44999999999999996,2.0,2,5
-0.3999999999999999,-2.0,4,5
-0.3999999999999999,-1.95,4,5
-0.3999999999999999,-1.9,4,5
-0.3999999999999999,-1.85,4,5
-0.3999999999999999,-1.8,4,5
-0.3999999999999999,-1.75,4,5
-0.3999999999999999,-1.7,4,5
-0.3999999999999999,-1.65,4,4
-0.3999999999999999,-1.6,4,4
-0.3999999999999999,-1.55,4,4
-0.3999999999999999,-1.5,4,4
-0.3999999999999999,-1.45,4,4
-0.3999999999999999,-1.4,4,4
-0.3999999999999999,-1.35,4,4
-0.3999999999999999,-1.3,4,4
-0.3999999999999999,-1.25,4,4
-0.3999999999999999,-1.2,4,4
-0.3999999999999999,-1.15,4,4
-0.3999999999999999,-1.1,4,4
-0.3999999999999999,-1.05,4,4
-0.3999999999999999,-1.0,4,4
-0.3999999999999999,-0.95,4,4
-0.3999999999999999,-0.8999999999999999,4,5
-0.3999999999999999,-0.8500000000000001,4,5
-0.3999999999999999,-0.8,4,5
-0.3999999999999999,-0.75,4,5
-0.3999999999999999,-0.7,4,5
-0.3999999999999999,-0.6499999999999999,4,5
-0.3999999999999999,-0.6000000000000001,4,5
-0.3999999999999999,-0.55,4,6
-0.3999999999999999,-0.5,4,6
-0.3999999999999999,-0.44999999999999996,4,6
-0.3999999999999999,-0.3999999999999999,4,6
-0.3999999999999999,-0.3500000000000001,4,7
-0.3999999999999999,-0.30000000000000004,4,9
-0.3999999999999999,-0.25,3,8
-0.3999999999999999,-0.19999999999999996,3,8
-0.3999999999999999,-0.1499999999999999,3,9
-0.3999999999999999,-0.10000000000000009,4,8
-0.3999999999999999,-0.050000000000000044,4,9
-0.3999999999999999,0.0,-2,30
-0.3999999999999999,0.04999999999999982,2,9
-0.3999999999999999,0.10000000000000009,2,8
-0.3999999999999999,0.1499999999999999,1,9
-0.3999999999999999,0.20000000000000018,1,8
-0.3999999999999999,0.25,1,8
-0.3999999999999999,0.2999999999999998,2,9
-0.3999999999999999,0.3500000000000001,2,7
-0.3999999999999999,0.3999999999999999,2,6
-0.3999999999999999,0.4500000000000002,2,6
-0.3999999999999999,0.5,2,6
-0.3999999999999999,0.5499999999999998,2,6
-0.3999999999999999,0.6000000000000001,2,5
-0.3999999999999999,0.6499999999999999,2,5
-0.3999999999999999,0.7000000000000002,2,5
-0.3999999999999999,0.75,2,5
-0.3999999999999999,0.7999999999999998,2,5
-0.3999999999999999,0.8500000000000001,2,5
-0.3999999999999999,0.8999999999999999,2,5
-0.3999999999999999,0.9500000000000002,2,4
-0.3999999999999999,1.0,2,4
-0.3999999999999999,1.0499999999999998,2,4
-0.3999999999999999,1.1,2,4
-0.3999999999999999,1.15,2,4
-0.3999999999999999,1.2000000000000002,2,4
-0.3999999999999999,1.25,2,4
-0.3999999999999999,1.2999999999999998,2,4
-0.3999999999999999,1.35,2,4
-0.3999999999999999,1.4,2,4
-0.3999999999999999,1.4500000000000002,2,4
-0.3999999999999999,1.5,2,4
-0.3999999999999999,1.5499999999999998,2,4
-0.3999999999999999,1.6,2,4
-0.3999999999999999,1.65,2,4
-0.3999999999999999,1.7000000000000002,2,5
-0.3999999999999999,1.75,2,5
-0.3999999999999999,1.7999999999999998,2,5
-0.3999999999999999,1.85,2,5
-0.3999999999999999,1.9,2,5
-0.3999999999999999,1.9500000000000002,2,5
-0.3999999999999999,2.0,2,5
-0.3500000000000001,-2.0,4,5
-0.3500000000000001,-1.95,4,5
-0.3500000000000001,-1.9,4,5
-0.3500000000000001,-1.85,4,5
-0.3500000000000001,-1.8,4,5
-0.3500000000000001,-1.75,4,5
-0.3500000000000001,-1.7,4,5
-0.3500000000000001,-1.65,4,5
-0.3500000000000001,-1.6,4,4
-0.3500000000000001,-1.55,4,4
-0.3500000000000001,-1.5,4,4
-0.3500000000000001,-1.45,4,4
-0.3500000000000001,-1.4,4,4
-0.3500000000000001,-1.35,4,5
-0.3500000000000001,-1.3,4,5
-0.3500000000000001,-1.25,4,5
-0.3500000000000001,-1.2,4,5
-0.3500000000000001,-1.15,4,5
-0.3500000000000001,-1.1,4,4
-0.3500000000000001,-1.05,4,4
-0.3500000000000001,-1.0,4,5
-0.3500000000000001,-0.95,4,5
-0.3500000000000001,-0.8999999999999999,4,5
-0.3500000000000001,-0.8500000000000001,4,5
-0.3500000000000001,-0.8,4,5
-0.3500000000000001,-0.75,4,5
-0.3500000000000001,-0.7,4,5
-0.3500000000000001,-0.6499999999999999,4,5
-0.3500000000000001,-0.6000000000000001,4,5
-0.3500000000000001,-0.55,4,6
-0.3500000000000001,-0.5,4,6
-0.3500000000000001,-0.44999999999999996,4,6
-0.3500000000000001,-0.3999999999999999,4,6
-0.3500000000000001,-0.3500000000000001,4,7
-0.3500000000000001,-0.30000000000000004,4,9
-0.3500000000000001,-0.25,3,8
-0.3500000000000001,-0.19999999999999996,3,8
-0.3500000000000001,-0.1499999999999999,3,9
-0.3500000000000001,-0.10000000000000009,4,8
